id;name;gender;birth_year;age;day;condition_day;condition;trial;left;right;side.chosen;side.chosen.reli;repetition;repetition.reason;food.received;food.received.reli;food.remaining;food.remaining.reli;searched;searched.reli;seconds.until.searched;seconds.until.searched.reli;value.remaining.seen;value.remaining.seen.reli;turned.away;turned.away.reli;time.from.last.gaze.to.back.of.head.to.camera;time.from.last.gaze.to.back.of.head.to.camera.reli;emotional.displays;comments;;;;;
8;Cocoa;female;2007;14;5;choice_3;choice;4;none;high;left;left ;;;none;none ;high;high ;yes;yes ;1;1;better;NA;yes;NA;2;NA;yes;;;;;;
8;Cocoa;female;2007;14;5;choice_3;choice;5;low;high;left;left ;;;low;low ;high;high ;yes;yes ;9;12;better;better;yes;yes ;6;6;no;;;;;;
8;Cocoa;female;2007;14;5;choice_3;choice;6;none;none;left;left ;;;none;none ;none;none ;yes;yes ;1;1;same;NA;yes;NA;6;NA;yes;jumped, opened mouth, video cut short;;;;;
8;Cocoa;female;2007;14;7;control_1;control;1;high;high;left;left ;;;high;high ;high;high ;yes;yes ;4;2;same;same ;yes;yes ;11;24;yes;hugging themself;;;;;
8;Cocoa;female;2007;14;7;control_1;control;2;none;low;left;left ;;;none;none ;low;low ;no;no;NA;NA ;NA;NA;NA;NA;NA;NA;NA;;;;;;
8;Cocoa;female;2007;14;7;control_1;control;3;high;none;left;left ;;;high;high ;none;none ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
8;Cocoa;female;2007;14;7;control_1;control;4;low;low;right;right ;;;low;low ;low;low ;yes;yes ;22;24;same;same ;yes;no;4;NA;no;;;;;;
8;Cocoa;female;2007;14;7;control_1;control;5;high;none;left;left ;;;high;high ;none;none ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
8;Cocoa;female;2007;14;7;control_1;control;6;none;none;right;right ;;;none;none ;none;none ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
8;Cocoa;female;2007;14;8;control_2;control;1;high;low;left;left ;;;high;high ;low;low ;yes;no;7;NA;worse;NA;yes;NA;2;NA;no;;;;;;
8;Cocoa;female;2007;14;8;control_2;control;2;low;none;left;left ;;;low;low ;none;none ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;climbed up, hugged themself;;;;;
8;Cocoa;female;2007;14;8;control_2;control;3;none;high;right;right ;;;high;high ;none;none ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;hugged themself;;;;;
8;Cocoa;female;2007;14;8;control_2;control;4;high;low;left;left ;;;high;high ;low;low ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;hugged themself;;;;;
8;Cocoa;female;2007;14;8;control_2;control;5;none;low;right;right ;;;low;low ;none;none ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;hugged themself;;;;;
8;Cocoa;female;2007;14;8;control_2;control;6;low;high;right;right ;;;high;high ;low;low ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
8;Cocoa;female;2007;14;9;control_3;control;1;low;low;left;left ;;;low;low ;low;low ;yes;yes ;22;22;same;NA;yes;NA;2;NA;no;clean up was early;;;;;
8;Cocoa;female;2007;14;9;control_3;control;2;high;high;left;left ;;;high;high ;high;high ;yes;yes ;1;1;same;NA;yes;NA;3;NA;no;;;;;;
8;Cocoa;female;2007;14;9;control_3;control;3;low;none;left;left ;;;low;low ;none;none ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
8;Cocoa;female;2007;14;9;control_3;control;4;none;high;right;right ;;;high;high ;none;none ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
8;Cocoa;female;2007;14;9;control_3;control;5;low;high;right;right ;;;high;high ;low;low ;yes;yes ;28;28;worse;NA;yes;NA;3;NA;no;clean up was early;;;;;
8;Cocoa;female;2007;14;9;control_3;control;6;none;none;left;left ;;;none;none ;none;none ;yes;yes ;3;3;same;NA;yes;NA;3;NA;no;video was cut short;;;;;
8;Cocoa;female;2007;14;2;no-choice_1;no-choice;1;high;high;left;left;;;high;high ;high;high ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
8;Cocoa;female;2007;14;2;no-choice_1;no-choice;2;none;low;right;right ;;;low;low ;none;none ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
8;Cocoa;female;2007;14;2;no-choice_1;no-choice;3;high;none;right;right ;;;none;none ;high;high ;yes;yes ;1;3;better;better;yes;yes;2;1;no;;;;;;
8;Cocoa;female;2007;14;2;no-choice_1;no-choice;4;low;low;left;left ;;;low;low ;low;low ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
8;Cocoa;female;2007;14;2;no-choice_1;no-choice;5;high;none;left;left ;;;high;high ;none;none ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
8;Cocoa;female;2007;14;2;no-choice_1;no-choice;6;none;none;left;left ;;;none;none ;none;none ;yes;yes ;20;20;same;NA;no;NA;NA;NA;no;stayed but there was no food remaining in box;;;;;
8;Cocoa;female;2007;14;4;no-choice_2;no-choice;1;high;low;left;left;;;high;high;low;low ;yes;yes ;29;29;worse;worse ;yes;yes ;1;1;no;don't know the trial # because video is only a snippet;;;;;
8;Cocoa;female;2007;14;4;no-choice_2;no-choice;2;low;none;left;left ;;;low;low ;none;none ;yes;yes ;3;3;worse;worse ;yes;yes;1;1;no;grunted, hugged themself repeatedly;;;;;
8;Cocoa;female;2007;14;4;no-choice_2;no-choice;3;none;high;left;left ;;;none;none ;high;high ;yes;yes ;1;1;better;better;yes;yes;13;13;yes;GOOD VIDEO;;;;;
8;Cocoa;female;2007;14;4;no-choice_2;no-choice;4;high;low;left;left;;;high;high;low;low;yes;yes ;2;2;worse;worse ;yes;yes;1;1;no;;;;;;
8;Cocoa;female;2007;14;4;no-choice_2;no-choice;5;none;low;left;left;;;none;none;low;low;yes;yes ;4;4;better;better;no;no;NA;NA;yes;;;;;;
8;Cocoa;female;2007;14;4;no-choice_2;no-choice;6;low;high;left;left;;;low;low;high;high ;yes;yes ;19;19;better;better;no;no;NA;NA;no;;;;;;
8;Cocoa;female;2007;14;6;no-choice_3;no-choice;1;low;low;left;left ;;;low;low ;low;low ;yes;yes ;16;16;same;NA;no;NA;NA;NA;no;;;;;;
8;Cocoa;female;2007;14;6;no-choice_3;no-choice;2;high;high;left;left ;;;high;high;high;high;yes;yes ;13;13;same;NA;yes;NA;13;NA;no;;;;;;
8;Cocoa;female;2007;14;6;no-choice_3;no-choice;3;low;none;left;left ;;;low;low ;none;none ;yes;yes ;26;27;worse;worse ;yes;yes ;4;1;no;;;;;;
8;Cocoa;female;2007;14;6;no-choice_3;no-choice;4;none;high;left;left ;;;none;none ;high;high ;yes;yes ;3;3;NA;NA;NA;NA;NA;NA;yes;jumped on fence, out of sight;;;;;
8;Cocoa;female;2007;14;6;no-choice_3;no-choice;5;low;high;left;left ;;;low;low ;high;high ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
8;Cocoa;female;2007;14;6;no-choice_3;no-choice;6;none;none;left;left ;;;none;none ;none;none ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
3;Indi;male;1999;22;1;choice_1;choice;1;high;high;left;;;;high;;high;;yes;;3;;same;;yes;;2;;no;;;;;;
3;Indi;male;1999;22;1;choice_1;choice;2;none;low;right;;;;low;;none;;yes;;4;;worse;;yes;;3;;no;;;;;;
3;Indi;male;1999;22;1;choice_1;choice;3;high;none;left;;;;high;;none;;yes;;3;;worse;;yes;;1;;no;;;;;;
3;Indi;male;1999;22;1;choice_1;choice;4;low;low;left;;;;low;;low;;yes;;18;;same;;yes;;3;;no;;;;;;
3;Indi;male;1999;22;1;choice_1;choice;5;high;none;right;;;;none;;high;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;1;choice_1;choice;6;none;none;left;;;;none;;none;;yes;;2;;same;;yes;;6;;no;;;;;;
3;Indi;male;1999;22;3;choice_2;choice;1;high;low;right;;;;low;;high;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;3;choice_2;choice;2;low;none;left;;;;low;;none;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;3;choice_2;choice;3;none;high;right;;;;high;;none;;yes;;11;;worse;;yes;;1;;no;;;;;;
3;Indi;male;1999;22;3;choice_2;choice;4;high;low;right;;;;low;;high;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;3;choice_2;choice;5;none;low;right;;yes;pulled both;low;;none;;no;;NA;;NA;;NA;;NA;;NA;tried pulling the other string too;;;;;
3;Indi;male;1999;22;3;choice_2;choice;6;low;high;right;;;;high;;low;;yes;;6;;worse;;yes;;1;;no;;;;;;
3;Indi;male;1999;22;5;choice_3;choice;1;low;low;right;;;;low;;low;;yes;;4;;same;;yes;;10;;no;;;;;;
3;Indi;male;1999;22;5;choice_3;choice;2;high;high;left;;;;high;;high;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;5;choice_3;choice;3;low;none;left;;;;low;;none;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;5;choice_3;choice;4;none;high;right;;;;high;;none;;yes;;6;;worse;;yes;;1;;no;left room but there was no food remaining in box;;;;;
3;Indi;male;1999;22;5;choice_3;choice;5;low;high;right;;;;high;;low;;yes;;7;;worse;;yes;;1;;no;;;;;;
3;Indi;male;1999;22;5;choice_3;choice;6;none;none;right;;;;none;;none;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;7;control_1;control;1;high;high;left;;;;high;;high;;no;;NA;;NA;;NA;;NA;;NA;tried pulling both strings at the same time;;;;;
3;Indi;male;1999;22;7;control_1;control;2;none;low;right;;;;low;;none;;yes;;11;;worse;;yes;;1;;no;left room but there was no food remaining in box;;;;;
3;Indi;male;1999;22;7;control_1;control;3;high;none;left;;;;high;;none;;yes;;9;;worse;;yes;;1;;no;;;;;;
3;Indi;male;1999;22;7;control_1;control;4;low;low;right;;;;low;;low;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;7;control_1;control;5;high;none;left;;;;high;;none;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;7;control_1;control;6;none;none;left;;;;none;;none;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;8;control_2;control;1;high;low;right;;;;low;;high;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;8;control_2;control;2;low;none;left;;;;low;;none;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;8;control_2;control;3;none;high;right;;;;high;;none;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;8;control_2;control;4;high;low;left;;;;high;;low;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;8;control_2;control;5;none;low;right;;;;low;;none;;yes;;3;;worse;;yes;;1;;no;clean up was a little early;;;;;
3;Indi;male;1999;22;8;control_2;control;6;low;high;right;;;;high;;low;;yes;;2;;worse;;yes;;1;;no;clean up was a little early;;;;;
3;Indi;male;1999;22;9;control_3;control;1;low;low;left;;;;low;;low;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;9;control_3;control;2;high;high;left;;;;high;;high;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;9;control_3;control;3;low;none;left;;;;low;;none;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;9;control_3;control;4;none;high;right;;;;high;;none;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;9;control_3;control;5;low;high;right;;;;high;;low;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;9;control_3;control;6;none;none;left;;;;none;;none;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;2;no-choice_1;no-choice;1;high;high;left;;;;high;;high;;yes;;9;;same;;yes;;1;;no;;;;;;
3;Indi;male;1999;22;2;no-choice_1;no-choice;2;none;low;right;;;;low;;none;;yes;;2;;worse;;yes;;2;;no;left room but there was no food remaining in box;;;;;
3;Indi;male;1999;22;2;no-choice_1;no-choice;3;high;none;left;;;;high;;none;;yes;;1;;worse;;yes;;1;;no;left room but there was no food remaining in box;;;;;
3;Indi;male;1999;22;2;no-choice_1;no-choice;4;low;low;left;;;;low;;low;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;2;no-choice_1;no-choice;5;high;none;right;;;;none;;high;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;2;no-choice_1;no-choice;6;none;none;left;;;;none;;none;;yes;;8;;same;;yes;;3;;no;left room but there was no food remaining in box;;;;;
3;Indi;male;1999;22;4;no-choice_2;no-choice;1;high;low;right;;;;low;;high;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;4;no-choice_2;no-choice;2;low;none;left;;;;low;;none;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;4;no-choice_2;no-choice;3;none;high;right;;;;high;;none;;yes;;3;;worse;;yes;;2;;no;left room but there was no food remaining in box;;;;;
3;Indi;male;1999;22;4;no-choice_2;no-choice;4;high;low;right;;;;low;;high;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;4;no-choice_2;no-choice;5;none;low;right;;;;low;;none;;yes;;5;;worse;;yes;;6;;no;camera was blocked so timing may be off;;;;;
3;Indi;male;1999;22;4;no-choice_2;no-choice;6;low;high;right;;;;high;;low;;yes;;3;;worse;;yes;;1;;no;;;;;;
3;Indi;male;1999;22;6;no-choice_3;no-choice;1;low;low;right;;;;low;;low;;no;;NA;;NA;;NA;;NA;;NA;seemed to be distracted, walked off the the side;;;;;
3;Indi;male;1999;22;6;no-choice_3;no-choice;2;high;high;left;;;;high;;high;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;6;no-choice_3;no-choice;3;low;none;left;;;;low;;none;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
3;Indi;male;1999;22;6;no-choice_3;no-choice;4;none;high;right;;;;high;;none;;yes;;3;;worse;;yes;;1;;no;left room but there was no food remaining in box;;;;;
3;Indi;male;1999;22;6;no-choice_3;no-choice;5;low;high;right;;;;high;;low;;yes;;3;;worse;;yes;;1;;no;;;;;;
3;Indi;male;1999;22;6;no-choice_3;no-choice;6;none;none;right;;;;none;;none;;yes;;1;;same;;yes;;2;;no;about the leave but video cut a little short;;;;;
11;Jojo;female;1998;23;4;choice_1;choice;1;high;high;right;right ;;;high;high ;high;high ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11;Jojo;female;1998;23;4;choice_1;choice;2;none;low;left;left ;;;none;none ;low;low ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11;Jojo;female;1998;23;4;choice_1;choice;3;high;none;left;left ;;;high;high ;none;none ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11;Jojo;female;1998;23;4;choice_1;choice;4;low;low;left;left ;;;low;low ;low;low ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11;Jojo;female;1998;23;4;choice_1;choice;5;low;high;right;right ;;;high;high ;low;low ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11;Jojo;female;1998;23;4;choice_1;choice;6;none;none;right;right ;;;none;none ;none;none ;yes;yes ;4;4;same;NA;yes;NA;4;NA;no;;;;;;
11;Jojo;female;1998;23;6;choice_2;choice;1;high;low;left;left ;;;high;low ;low;none ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11;Jojo;female;1998;23;6;choice_2;choice;2;low;none;right;right ;;;none;none ;low;low ;no;no ;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11;Jojo;female;1998;23;6;choice_2;choice;3;none;high;left;left ;;;none;none ;high;high ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11;Jojo;female;1998;23;6;choice_2;choice;4;low;low;left;left ;;;low;low ;low;low ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11;Jojo;female;1998;23;6;choice_2;choice;5;high;high;right;right ;;;high;high ;high;high ;yes;yes ;4;10;same;same ;yes;yes ;6;2;no;;;;;;
11;Jojo;female;1998;23;6;choice_2;choice;6;none;none;left;left ;;;none;none ;none;none ;yes;yes ;25;23;same;same ;no;no;NA;NA;no;video cut off before head turn;;;;;
11;Jojo;female;1998;23;8;choice_3;choice;1;high;low;right;right ;;;low;low ;high;high ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11;Jojo;female;1998;23;8;choice_3;choice;2;none;low;right;right ;;;low;low ;none;none ;no;no ;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11;Jojo;female;1998;23;8;choice_3;choice;3;low;none;right;right ;;;none;none ;low;low ;yes;yes ;12;13;better;better ;yes;no;1;NA;no;;;;;;
11;Jojo;female;1998;23;8;choice_3;choice;4;none;high;left;left ;;;none;none ;high;high ;yes;yes ;33;33;better;better ;yes;no;3;NA;no;played with rope;;;;;
11;Jojo;female;1998;23;8;choice_3;choice;5;high;none;left;left ;;;high;high ;none;none ;yes;yes ;2;2;worse;worse ;yes;yes ;2;1;no;;;;;;
11;Jojo;female;1998;23;8;choice_3;choice;6;low;high;left;left ;;;low;low ;high;high ;yes;yes ;14;14;better;better ;yes;no ;3;NA;no;;;;;;
11;Jojo;female;1998;23;1;control_1;control;1;high;high;left;left ;;;high;high ;high;high ;no;no ;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11;Jojo;female;1998;23;1;control_1;control;2;none;low;right;right ;;;low;low ;none;none ;no;no ;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11;Jojo;female;1998;23;1;control_1;control;3;high;none;right;right ;;;none;none ;high;high ;no;no ;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11;Jojo;female;1998;23;1;control_1;control;4;low;low;right;right ;;;low;low ;low;low ;no;no ;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11;Jojo;female;1998;23;1;control_1;control;5;low;high;right;right ;;;high;high ;low ;low ;no;no ;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11;Jojo;female;1998;23;1;control_1;control;6;none;none;left;left ;;;none;none ;none;none ;no;no ;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11;Jojo;female;1998;23;2;control_2;control;1;high;low;left;left ;;;high;high ;low;low ;no;no ;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11;Jojo;female;1998;23;2;control_2;control;2;low;none;left;left ;;;low;low ;none;none ;no;no ;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11;Jojo;female;1998;23;2;control_2;control;3;none;high;right;right ;;;high;high ;none;none ;no;no ;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11;Jojo;female;1998;23;2;control_2;control;4;low;low;right;right ;;;low;low ;low;low ;no;no ;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11;Jojo;female;1998;23;2;control_2;control;5;high;high;right;right ;;;high;high ;high;high ;no;no ;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11;Jojo;female;1998;23;2;control_2;control;6;none;none;left;left ;;;none;none ;none;none ;no;no ;NA;NA;NA;NA;NA;NA;NA;NA;NA;playing with rope;;;;;
11;Jojo;female;1998;23;3;control_3;control;1;high;low;left;left ;;;high;high ;low;low ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11;Jojo;female;1998;23;3;control_3;control;2;none;low;right;right ;;;low;low ;none;none ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;stayed inside for a while;;;;;
11;Jojo;female;1998;23;3;control_3;control;3;low;none;left;left ;;;low;low ;none;none ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;stayed inside for a while ;;;;;
11;Jojo;female;1998;23;3;control_3;control;4;none;high;right;right ;;;high;high ;none;none ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;wanted to leave early;;;;;
11;Jojo;female;1998;23;3;control_3;control;5;high;none;left;left ;;;high;high ;none;none ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;wanted to leave early;;;;;
11;Jojo;female;1998;23;3;control_3;control;6;low;high;right;right ;;;high;high ;low;low ;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
11;Jojo;female;1998;23;5;no-choice_1;no-choice;1;high;high;right;right ;;;high;high ;high;high ;yes;yes ;9;4;same;same ;yes;yes ;3;2;no;;;;;;
11;Jojo;female;1998;23;5;no-choice_1;no-choice;2;none;low;left;left ;;;none;none ;low;low ;yes;yes ;12;12;better;better;yes;yes ;4;6;no;left room with a push from worker;;;;;
11;Jojo;female;1998;23;5;no-choice_1;no-choice;3;high;none;left;left ;;;high;high ;none;none ;yes;yes ;3;4;worse;worse ;yes;no;3;NA;no;;;;;;
11;Jojo;female;1998;23;5;no-choice_1;no-choice;4;low;low;left;left ;;;low;low ;low;low ;yes;yes ;6;5;same;same ;yes;yes ;2;1;no;;;;;;
11;Jojo;female;1998;23;5;no-choice_1;no-choice;5;low;high;right;right ;;;high;high ;low;low ;yes;yes ;3;3;same;worse ;yes;yes ;2;1;no;needed a push from worker to leave room ;;;;;
11;Jojo;female;1998;23;5;no-choice_1;no-choice;6;none;none;right;right ;;;none;none ;none;none ;yes;yes ;9;9;same;NA;yes;NA;3;NA;no;;;;;;
11;Jojo;female;1998;23;7;no-choice_2;no-choice;1;high;low;left;left ;;;high;high ;low;low ;yes;yes ;2;2;worse;worse ;yes;no;48;NA;no;;;;;;
11;Jojo;female;1998;23;7;no-choice_2;no-choice;2;low;none;right;right ;;;none;none ;low;low ;yes;yes ;4;6;better;better ;yes;yes ;3;5;no;;;;;;
11;Jojo;female;1998;23;7;no-choice_2;no-choice;3;none;high;right;right ;;;high;high ;none;none ;yes;yes ;26;26;worse;worse ;yes;yes ;6;6;no;;;;;;
11;Jojo;female;1998;23;7;no-choice_2;no-choice;4;low;low;left;left ;;;low;low ;low;low ;yes;yes ;3;5;same;same ;yes;no;35;NA;no;;;;;;
11;Jojo;female;1998;23;7;no-choice_2;no-choice;5;high;high;right;right ;;;high;high ;high;high ;yes;yes ;1;2;same;same ;yes;yes ;2;2;no;likes to climb & stay in place;;;;;
11;Jojo;female;1998;23;7;no-choice_2;no-choice;6;none;none;left;left ;;;none;none ;none;none ;yes;yes ;15;17;same;same ;yes;no;47;NA;no;;;;;;
11;Jojo;female;1998;23;9;no-choice_3;no-choice;1;high;low;right;right ;;;low;low ;high;high ;yes;yes ;2;3;better;better ;yes;no;3;NA;no;;;;;;
11;Jojo;female;1998;23;9;no-choice_3;no-choice;2;none;low;right;right ;;;low;low ;none;none ;yes;yes ;4;3;worse;worse ;yes;no;3;NA;no;;;;;;
11;Jojo;female;1998;23;9;no-choice_3;no-choice;3;low;none;right;right ;;;none;none ;low;low ;yes;yes ;9;10;better;better ;yes;no;2;NA;no;;;;;;
11;Jojo;female;1998;23;9;no-choice_3;no-choice;4;none;high;left;left ;;;none;none ;high;high ;yes;yes ;9;11;better;better ;yes;no;3;NA;no;;;;;;
11;Jojo;female;1998;23;9;no-choice_3;no-choice;5;high;none;left;left ;;;high;high ;none;none ;yes;yes ;2;2;worse;worse ;yes;yes ;14;10;no;looked 2 times;;;;;
11;Jojo;female;1998;23;9;no-choice_3;no-choice;6;low;high;left;left ;;;low;low ;high;high ;yes;yes ;19;18;better;better ;yes;no;18;NA;no;;;;;;
14;Kalema;male;1996;25;4;choice_1;choice;1;high;high;right;;;;high;;high;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
14;Kalema;male;1996;25;4;choice_1;choice;2;none;low;right;;;;low;;none;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
14;Kalema;male;1996;25;4;choice_1;choice;3;high;none;right;;;;none;;high;;no;;NA;;NA;;NA;;NA;;NA;didn't look in time, needed a reminder ;;;;;
14;Kalema;male;1996;25;4;choice_1;choice;4;low;low;right;;;;low;;low;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
14;Kalema;male;1996;25;4;choice_1;choice;5;low;high;right;;;;high;;low;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
14;Kalema;male;1996;25;4;choice_1;choice;6;none;none;right;;;;none;;none;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
14;Kalema;male;1996;25;6;choice_2;choice;1;high;low;left;;;;high;;low;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
14;Kalema;male;1996;25;6;choice_2;choice;2;low;none;right;;;;none;;low;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
14;Kalema;male;1996;25;6;choice_2;choice;3;none;high;right;;;;high;;none;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
14;Kalema;male;1996;25;6;choice_2;choice;4;low;low;right;;;;low;;low;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
14;Kalema;male;1996;25;6;choice_2;choice;5;high;high;right;;;;high;;high;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
14;Kalema;male;1996;25;6;choice_2;choice;6;none;none;right;;;;none;;none;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
14;Kalema;male;1996;25;8;choice_3;choice;1;high;low;right;;;;high;;low;;no;;NA;;NA;;NA;;NA;;NA;"tried to pull both ropes so had to repeat trial; opened door early";;;;;
14;Kalema;male;1996;25;8;choice_3;choice;2;none;low;right;;;;low;;none;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
14;Kalema;male;1996;25;8;choice_3;choice;3;low;none;right;;;;none;;low;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
14;Kalema;male;1996;25;8;choice_3;choice;4;none;high;right;;;;high;;none;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
14;Kalema;male;1996;25;8;choice_3;choice;5;high;none;right;;;;none;;high;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
14;Kalema;male;1996;25;8;choice_3;choice;6;low;high;right;;;;high;;low;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
14;Kalema;male;1996;25;1;control_1;control;1;high;high;left;;;;high;;high;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
14;Kalema;male;1996;25;1;control_1;control;2;none;low;right;;;;low;;none;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
14;Kalema;male;1996;25;1;control_1;control;3;high;none;right;;;;none;;high;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
14;Kalema;male;1996;25;1;control_1;control;4;low;low;right;;;;low;;low;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
14;Kalema;male;1996;25;1;control_1;control;5;low;high;right;;;;high;;low;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
14;Kalema;male;1996;25;1;control_1;control;6;none;none;right;;;;none;;none;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
14;Kalema;male;1996;25;2;control_2;control;1;high;low;left;;;;high;;low;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
14;Kalema;male;1996;25;2;control_2;control;2;low;none;left;;;;low;;none;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
14;Kalema;male;1996;25;2;control_2;control;3;none;high;left;;;;none;;high;;no;;NA;;NA;;NA;;NA;;NA;;;;;;
